id,title,authors.name,year,fos.name,n_citation,references,abstract
600aa63491e0118dae1043,sentiment analysis techniques,['Christopher Manning'],2022,Natural Language Processing,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates sentiment analysis techniques using interdisciplinary and data driven approaches.
600aa63491e0118dae1044,quantum cryptography protocols,['Artur Ekert'],2023,Quantum Information,1,['53e9a42bb7602d9702d46e31'],This paper investigates quantum cryptography protocols using interdisciplinary and data driven approaches.
600aa63491e0118dae1045,microbiome and mental health,['Rob Knight'],2015,Microbiology,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates microbiome and mental health using interdisciplinary and data driven approaches.
600aa63491e0118dae1046,algorithmic fairness metrics,['Timnit Gebru'],2016,AI Ethics,1,['53e9a42bb7602d9702d46e31'],This paper investigates algorithmic fairness metrics using interdisciplinary and data driven approaches.
600aa63491e0118dae1047,swarm intelligence robotics,['Marco Dorigo'],2017,Robotics,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates swarm intelligence robotics using interdisciplinary and data driven approaches.
600aa63491e0118dae1048,financial market anomalies,['Robert Shiller'],2018,Behavioral Finance,0,[],This paper investigates financial market anomalies using interdisciplinary and data driven approaches.
600aa63491e0118dae1049,neural language models,['Yann LeCun'],2019,Deep Learning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates neural language models using interdisciplinary and data driven approaches.
600aa63491e0118dae1050,digital democracy platforms,['Beth Simone Noveck'],2020,Political Science,1,['53e9a42bb7602d9702d46e31'],This paper investigates digital democracy platforms using interdisciplinary and data driven approaches.
600aa63491e0118dae1051,synthetic biology applications,['George Church'],2021,Synthetic Biology,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates synthetic biology applications using interdisciplinary and data driven approaches.
600aa63491e0118dae1052,explainable AI systems,['Been Kim'],2022,Machine Learning,1,['53e9a42bb7602d9702d46e31'],This paper investigates explainable AI systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1053,ocean acidification modeling,['Ken Caldeira'],2023,Marine Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates ocean acidification modeling using interdisciplinary and data driven approaches.
600aa63491e0118dae1054,adversarial machine learning,['Ian Goodfellow'],2015,Machine Learning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates adversarial machine learning using interdisciplinary and data driven approaches.
600aa63491e0118dae1055,distributed ledger technologies,['David Chaum'],2016,Computer Science,0,[],This paper investigates distributed ledger technologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1056,neuroplasticity mechanisms,['Michael Merzenich'],2017,Neuroscience,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates neuroplasticity mechanisms using interdisciplinary and data driven approaches.
600aa63491e0118dae1057,crowdsourcing quality control,['Aniket Kittur'],2018,Human Computation,1,['53e9a42bb7602d9702d46e31'],This paper investigates crowdsourcing quality control using interdisciplinary and data driven approaches.
600aa63491e0118dae1058,semantic web ontologies,['Tim Berners-Lee'],2019,Knowledge Representation,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates semantic web ontologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1059,carbon capture technologies,['Klaus Lackner'],2020,Environmental Engineering,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates carbon capture technologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1060,federated learning systems,['Brendan McMahan'],2021,Distributed Computing,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates federated learning systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1061,computational creativity,['Simon Colton'],2022,Artificial Intelligence,0,[],This paper investigates computational creativity using interdisciplinary and data driven approaches.
600aa63491e0118dae1062,precision agriculture techniques,['David Zilberman'],2023,Agricultural Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates precision agriculture techniques using interdisciplinary and data driven approaches.
600aa63491e0118dae1063,emotion recognition systems,['Rosalind Picard'],2015,Affective Computing,1,['53e9a42bb7602d9702d46e31'],This paper investigates emotion recognition systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1064,graph neural networks,['Jure Leskovec'],2016,Machine Learning,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates graph neural networks using interdisciplinary and data driven approaches.
600aa63491e0118dae1065,digital twin technologies,['Michael Grieves'],2017,Systems Engineering,1,['53e9a42bb7602d9702d46e31'],This paper investigates digital twin technologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1066,attention mechanisms in cognition,['Michael Posner'],2018,Cognitive Psychology,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates attention mechanisms in cognition using interdisciplinary and data driven approaches.
600aa63491e0118dae1067,quantum machine learning,['Seth Lloyd'],2019,Quantum Computing,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates quantum machine learning using interdisciplinary and data driven approaches.
600aa63491e0118dae1068,epidemic spread modeling,['Marc Lipsitch'],2020,Epidemiology,0,[],This paper investigates epidemic spread modeling using interdisciplinary and data driven approaches.
600aa63491e0118dae1069,neuromorphic computing architectures,['Carver Mead'],2021,Computer Architecture,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates neuromorphic computing architectures using interdisciplinary and data driven approaches.
600aa63491e0118dae1070,memory consolidation during sleep,['Matthew Walker'],2022,Sleep Science,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates memory consolidation during sleep using interdisciplinary and data driven approaches.
600aa63491e0118dae1071,distributed version control systems,['Linus Torvalds'],2023,Software Engineering,1,['53e9a42bb7602d9702d46e31'],This paper investigates distributed version control systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1072,reinforcement learning for robotics,['Pieter Abbeel'],2015,Robotics,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates reinforcement learning for robotics using interdisciplinary and data driven approaches.
600aa63491e0118dae1073,cryptocurrency market dynamics,['Emin Gun Sirer'],2016,Financial Technology,0,[],This paper investigates cryptocurrency market dynamics using interdisciplinary and data driven approaches.
600aa63491e0118dae1074,wireless power transfer systems,['Marin Soljacic'],2017,Electrical Engineering,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates wireless power transfer systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1075,epigenetic inheritance patterns,['Eva Jablonka'],2018,Genetics,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates epigenetic inheritance patterns using interdisciplinary and data driven approaches.
600aa63491e0118dae1076,recommender system algorithms,['Yehuda Koren'],2019,Information Retrieval,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates recommender system algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1077,sustainable urban architecture,['Bjarke Ingels'],2020,Architecture,1,['53e9a42bb7602d9702d46e31'],This paper investigates sustainable urban architecture using interdisciplinary and data driven approaches.
600aa63491e0118dae1078,natural language generation,['Emily Bender'],2021,Computational Linguistics,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates natural language generation using interdisciplinary and data driven approaches.
600aa63491e0118dae1079,asteroid deflection strategies,['Ed Lu'],2022,Planetary Defense,0,[],This paper investigates asteroid deflection strategies using interdisciplinary and data driven approaches.
600aa63491e0118dae1080,behavioral economics interventions,['Richard Thaler'],2023,Behavioral Economics,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates behavioral economics interventions using interdisciplinary and data driven approaches.
600aa63491e0118dae1081,haptic feedback technologies,['Katherine Kuchenbecker'],2015,Human Computer Interaction,1,['53e9a42bb7602d9702d46e31'],This paper investigates haptic feedback technologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1082,metamaterial optical properties,['John Pendry'],2016,Materials Science,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates metamaterial optical properties using interdisciplinary and data driven approaches.
600aa63491e0118dae1083,social network influence cascades,['Duncan Watts'],2017,Network Science,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates social network influence cascades using interdisciplinary and data driven approaches.
600aa63491e0118dae1084,gravitational wave detection,['Kip Thorne'],2018,Astrophysics,1,['53e9a42bb7602d9702d46e31'],This paper investigates gravitational wave detection using interdisciplinary and data driven approaches.
600aa63491e0118dae1085,biometric authentication security,['Anil Jain'],2019,Information Security,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates biometric authentication security using interdisciplinary and data driven approaches.
600aa63491e0118dae1086,coral reef restoration methods,['Ruth Gates'],2020,Marine Biology,0,[],This paper investigates coral reef restoration methods using interdisciplinary and data driven approaches.
600aa63491e0118dae1087,transfer learning techniques,['Yoshua Bengio'],2021,Deep Learning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates transfer learning techniques using interdisciplinary and data driven approaches.
600aa63491e0118dae1088,voice recognition systems,['Xuedong Huang'],2022,Speech Processing,1,['53e9a42bb7602d9702d46e31'],This paper investigates voice recognition systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1089,circular economy models,['Ellen MacArthur'],2023,Sustainability Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates circular economy models using interdisciplinary and data driven approaches.
600aa63491e0118dae1090,optogenetics applications,['Karl Deisseroth'],2015,Neuroscience,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates optogenetics applications using interdisciplinary and data driven approaches.
600aa63491e0118dae1091,edge computing architectures,['Mahadev Satyanarayanan'],2016,Distributed Systems,1,['53e9a42bb7602d9702d46e31'],This paper investigates edge computing architectures using interdisciplinary and data driven approaches.
600aa63491e0118dae1092,dark matter detection methods,['Lisa Randall'],2017,Particle Physics,0,[],This paper investigates dark matter detection methods using interdisciplinary and data driven approaches.
600aa63491e0118dae1093,automated theorem proving,['Larry Paulson'],2018,Formal Methods,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates automated theorem proving using interdisciplinary and data driven approaches.
600aa63491e0118dae1094,stem cell differentiation,['Shinya Yamanaka'],2019,Regenerative Medicine,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates stem cell differentiation using interdisciplinary and data driven approaches.
600aa63491e0118dae1095,augmented reality navigation,['Steven Feiner'],2020,Mixed Reality,1,['53e9a42bb7602d9702d46e31'],This paper investigates augmented reality navigation using interdisciplinary and data driven approaches.
600aa63491e0118dae1096,resilient infrastructure design,['Billie Spencer'],2021,Civil Engineering,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates resilient infrastructure design using interdisciplinary and data driven approaches.
600aa63491e0118dae1097,few shot learning methods,['Oriol Vinyals'],2022,Machine Learning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates few shot learning methods using interdisciplinary and data driven approaches.
600aa63491e0118dae1098,microplastic pollution tracking,['Chelsea Rochman'],2023,Environmental Science,0,[],This paper investigates microplastic pollution tracking using interdisciplinary and data driven approaches.
600aa63491e0118dae1099,autonomous drone swarms,['Vijay Kumar'],2015,Aerial Robotics,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates autonomous drone swarms using interdisciplinary and data driven approaches.
600aa63491e0118dae1100,circadian rhythm disruption,['Michael Young'],2016,Chronobiology,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates circadian rhythm disruption using interdisciplinary and data driven approaches.
600aa63491e0118dae1101,knowledge graph construction,['Dan Roth'],2017,Knowledge Representation,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates knowledge graph construction using interdisciplinary and data driven approaches.
600aa63491e0118dae1102,fusion reactor engineering,['Steven Cowley'],2018,Nuclear Engineering,1,['53e9a42bb7602d9702d46e31'],This paper investigates fusion reactor engineering using interdisciplinary and data driven approaches.
600aa63491e0118dae1103,mobile health monitoring,['Eric Topol'],2019,Digital Health,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates mobile health monitoring using interdisciplinary and data driven approaches.
600aa63491e0118dae1104,photonic computing systems,['Dirk Englund'],2020,Optical Computing,0,[],This paper investigates photonic computing systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1105,narrative generation algorithms,['Mark Riedl'],2021,Computational Creativity,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates narrative generation algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1106,soil microbiome functions,['Noah Fierer'],2022,Soil Science,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates soil microbiome functions using interdisciplinary and data driven approaches.
600aa63491e0118dae1107,homomorphic encryption schemes,['Craig Gentry'],2023,Cryptography,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates homomorphic encryption schemes using interdisciplinary and data driven approaches.
600aa63491e0118dae1108,exoplanet atmosphere analysis,['Sara Seager'],2015,Astronomy,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates exoplanet atmosphere analysis using interdisciplinary and data driven approaches.
600aa63491e0118dae1109,multi agent coordination,['Milind Tambe'],2016,Artificial Intelligence,1,['53e9a42bb7602d9702d46e31'],This paper investigates multi agent coordination using interdisciplinary and data driven approaches.
600aa63491e0118dae1110,molecular dynamics simulations,['Klaus Schulten'],2016,Computational Chemistry,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates molecular dynamics simulations using interdisciplinary and data driven approaches.
600aa63491e0118dae1111,information theoretic learning,['Jose Principe'],2017,Machine Learning,1,['53e9a42bb7602d9702d46e31'],This paper investigates information theoretic learning using interdisciplinary and data driven approaches.
600aa63491e0118dae1112,smart grid optimization,['Mohammad Shahidehpour'],2018,Power Systems,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates smart grid optimization using interdisciplinary and data driven approaches.
600aa63491e0118dae1113,bacterial communication networks,['Bonnie Bassler'],2019,Microbiology,0,[],This paper investigates bacterial communication networks using interdisciplinary and data driven approaches.
600aa63491e0118dae1114,video compression algorithms,['Gary Sullivan'],2020,Multimedia Systems,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates video compression algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1115,adaptive immune responses,['Polly Matzinger'],2021,Immunology,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates adaptive immune responses using interdisciplinary and data driven approaches.
600aa63491e0118dae1116,program synthesis techniques,['Armando Solar-Lezama'],2022,Programming Languages,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates program synthesis techniques using interdisciplinary and data driven approaches.
600aa63491e0118dae1117,zero knowledge proofs,['Shafi Goldwasser'],2023,Cryptography,1,['53e9a42bb7602d9702d46e31'],This paper investigates zero knowledge proofs using interdisciplinary and data driven approaches.
600aa63491e0118dae1118,atmospheric river forecasting,['Marty Ralph'],2015,Atmospheric Science,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates atmospheric river forecasting using interdisciplinary and data driven approaches.
600aa63491e0118dae1119,computational fluid dynamics,['Charles Peskin'],2016,Applied Mathematics,0,[],This paper investigates computational fluid dynamics using interdisciplinary and data driven approaches.
600aa63491e0118dae1120,persuasive technology design,['BJ Fogg'],2017,Human Computer Interaction,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates persuasive technology design using interdisciplinary and data driven approaches.
600aa63491e0118dae1121,nanomedicine delivery systems,['Robert Langer'],2018,Biomedical Engineering,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates nanomedicine delivery systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1122,causal inference methods,['Judea Pearl'],2019,Statistics,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates causal inference methods using interdisciplinary and data driven approaches.
600aa63491e0118dae1123,superconducting materials,['Paul Chu'],2020,Condensed Matter Physics,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates superconducting materials using interdisciplinary and data driven approaches.
600aa63491e0118dae1124,evolutionary game theory,['Martin Nowak'],2021,Evolutionary Biology,1,['53e9a42bb7602d9702d46e31'],This paper investigates evolutionary game theory using interdisciplinary and data driven approaches.
600aa63491e0118dae1125,active learning strategies,['Burr Settles'],2022,Machine Learning,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates active learning strategies using interdisciplinary and data driven approaches.
600aa63491e0118dae1126,glacier mass balance studies,['Lonnie Thompson'],2023,Glaciology,0,[],This paper investigates glacier mass balance studies using interdisciplinary and data driven approaches.
600aa63491e0118dae1127,multimodal learning systems,['Louis-Philippe Morency'],2015,Artificial Intelligence,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates multimodal learning systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1128,tissue engineering scaffolds,['Anthony Atala'],2016,Regenerative Medicine,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates tissue engineering scaffolds using interdisciplinary and data driven approaches.
600aa63491e0118dae1129,compiler optimization techniques,['Monica Lam'],2017,Computer Science,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates compiler optimization techniques using interdisciplinary and data driven approaches.
600aa63491e0118dae1130,dark energy cosmology,['Adam Riess'],2018,Cosmology,1,['53e9a42bb7602d9702d46e31'],This paper investigates dark energy cosmology using interdisciplinary and data driven approaches.
600aa63491e0118dae1131,conversational AI systems,['Dilek Hakkani-Tur'],2019,Natural Language Processing,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates conversational AI systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1132,pollinator decline factors,['May Berenbaum'],2020,Entomology,0,[],This paper investigates pollinator decline factors using interdisciplinary and data driven approaches.
600aa63491e0118dae1133,neuromorphic sensors,['Tobi Delbruck'],2021,Computer Engineering,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates neuromorphic sensors using interdisciplinary and data driven approaches.
600aa63491e0118dae1134,time series forecasting,['Rob Hyndman'],2022,Statistics,1,['53e9a42bb7602d9702d46e31'],This paper investigates time series forecasting using interdisciplinary and data driven approaches.
600aa63491e0118dae1135,satellite image analysis,['Daniela Rus'],2023,Remote Sensing,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates satellite image analysis using interdisciplinary and data driven approaches.
600aa63491e0118dae1136,memristor computing devices,['Leon Chua'],2015,Electrical Engineering,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates memristor computing devices using interdisciplinary and data driven approaches.
600aa63491e0118dae1137,collaborative filtering methods,['Greg Linden'],2016,Information Systems,1,['53e9a42bb7602d9702d46e31'],This paper investigates collaborative filtering methods using interdisciplinary and data driven approaches.
600aa63491e0118dae1138,volcanic eruption prediction,['Michael Poland'],2017,Volcanology,0,[],This paper investigates volcanic eruption prediction using interdisciplinary and data driven approaches.
600aa63491e0118dae1139,meta learning algorithms,['Chelsea Finn'],2018,Machine Learning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates meta learning algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1140,antibiotic resistance mechanisms,['Gerard Wright'],2019,Microbiology,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates antibiotic resistance mechanisms using interdisciplinary and data driven approaches.
600aa63491e0118dae1141,quantum error correction,['John Preskill'],2020,Quantum Computing,1,['53e9a42bb7602d9702d46e31'],This paper investigates quantum error correction using interdisciplinary and data driven approaches.
600aa63491e0118dae1142,online learning pedagogy,['Daphne Koller'],2021,Education Technology,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates online learning pedagogy using interdisciplinary and data driven approaches.
600aa63491e0118dae1143,biomimetic robotics design,['Robert Full'],2022,Robotics,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates biomimetic robotics design using interdisciplinary and data driven approaches.
600aa63491e0118dae1144,software defined networking,['Nick McKeown'],2023,Computer Networks,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates software defined networking using interdisciplinary and data driven approaches.
600aa63491e0118dae1145,cognitive bias detection,['Daniel Kahneman'],2015,Cognitive Science,0,[],This paper investigates cognitive bias detection using interdisciplinary and data driven approaches.
600aa63491e0118dae1146,battery storage technologies,['Yet-Ming Chiang'],2016,Materials Science,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates battery storage technologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1147,neural style transfer,['Leon Gatys'],2017,Computer Vision,1,['53e9a42bb7602d9702d46e31'],This paper investigates neural style transfer using interdisciplinary and data driven approaches.
600aa63491e0118dae1148,ecosystem service valuation,['Gretchen Daily'],2018,Ecology,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates ecosystem service valuation using interdisciplinary and data driven approaches.
600aa63491e0118dae1149,adversarial robustness testing,['Nicolas Papernot'],2019,Computer Security,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates adversarial robustness testing using interdisciplinary and data driven approaches.
